ad_id,created_date,market,language,ad_format,industry_vertical,advertiser_tier,campaign_objective,policy_category,risk_level,ad_text,landing_page_claim,golden_label,human_label,llm_label,llm_confidence_score,human_confidence_score,review_time_seconds,appeal_submitted,appeal_result,bpo_team,reviewer_tenure,error_type,is_llm_correct,is_human_correct,is_human_ai_agreement,is_advertiser_over_rejection,is_policy_risk_miss,is_low_confidence_case,is_high_risk_approval_miss,recommended_action,llm_severity_score,golden_severity_score,human_severity_score,is_policy_ambiguous,is_appeal_reversed
AD01044,2024-01-19,IT,Italian,App Install Ad,Food and Beverage,small_business,Sales,Financial Product Claim,high,Find the best savings rate for your goals,No purchase required,approved_limited,approved_limited,approved,0.503,0.899,151,True,upheld,BPO_D,experienced,high_risk_approval_miss,False,True,False,False,True,True,True,escalate_to_human_review,0,1,1,False,False
AD01045,2024-06-11,FR,French,Video Ad,Health and Wellness,small_business,App Installs,Safe Ad,low,Explore thousands of products at unbeatable prices,Terms and conditions apply,approved,approved,approved,0.856,0.935,51,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD01046,2024-05-23,US,English,Video Ad,Beauty,enterprise,Conversions,Safe Ad,low,This course helps beginners learn data analytics,Limited availability,approved,approved,approved,0.9,0.951,33,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD01047,2024-09-27,UK,English,Video Ad,Food and Beverage,strategic_account,Retargeting,Adult or Suggestive Content,medium,Mature content platform — verified adult access,Customer testimonials shown,approved,approved,approved,0.943,0.883,76,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD01048,2024-08-27,BR,Portuguese,Search Ad,Gaming,small_business,Brand Awareness,Scam or Suspicious Offer,high,Free product trial — no card required — act fast,Subscription renews monthly,rejected,rejected,approved,0.899,0.873,249,False,not_submitted,BPO_C,intermediate,high_risk_approval_miss,False,True,False,False,True,False,True,escalate_to_human_review,0,3,3,False,False
AD01049,2024-09-19,BR,Portuguese,Display Ad,E-commerce,small_business,Lead Generation,Financial Product Claim,low,Refinance your loan and lower your monthly payment,Check local rules before applying,approved_limited,approved_limited,approved_limited,0.907,0.896,20,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD01050,2024-11-05,UK,English,Video Ad,Mobile Apps,small_business,Sales,Health Claim,low,Formulated to support healthy joints and mobility,Product information updated regularly,escalated,escalated,escalated,0.915,0.939,73,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD01051,2024-04-18,IT,Italian,Video Ad,E-commerce,small_business,Traffic,Scam or Suspicious Offer,high,Win a free gift card after completing a quick survey,Individual results may vary,rejected,rejected,rejected,0.855,0.904,196,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD01052,2024-05-11,UK,English,Social Feed Ad,Gaming,enterprise,Retargeting,Health Claim,low,Clinically inspired formula for daily wellness,Offer valid while stocks last,approved,approved,approved,0.812,0.794,69,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD01053,2024-05-06,US,English,Shopping Ad,Food and Beverage,small_business,Brand Awareness,Safe Ad,medium,Free delivery on orders over 30 EUR,Age verification required,approved_limited,approved_limited,approved_limited,0.919,0.922,59,True,upheld,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD01054,2024-10-26,UK,English,Display Ad,Retail,strategic_account,Brand Awareness,Brand Safety Risk,low,Independent reviews of popular consumer products,Subject to regulatory approval,approved_limited,approved_limited,approved_limited,0.941,0.961,52,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD01055,2024-06-18,US,English,Search Ad,Mobile Apps,strategic_account,Traffic,Misleading Claim,high,Outperforms every competitor in independent tests,Free trial followed by monthly subscription,approved_limited,approved_limited,approved_limited,0.94,0.893,244,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD01056,2024-10-03,IT,Italian,Search Ad,Education,small_business,Conversions,Restricted Product,medium,Regulated gambling platform — play responsibly,Pricing subject to change,rejected,rejected,rejected,0.929,0.923,115,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD01057,2024-03-30,MX,Spanish,Search Ad,Health and Wellness,mid_market,Sales,Safe Ad,low,"Join over 500,000 happy customers worldwide",Not available in all regions,approved,approved,approved,0.888,0.964,24,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD01058,2024-12-05,UK,English,Social Feed Ad,Health and Wellness,strategic_account,App Installs,Health Claim,medium,Wellness supplements crafted from natural extracts,Professional advice recommended,approved_limited,approved_limited,approved_limited,0.902,0.99,100,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD01059,2024-06-25,ES,Spanish,Shopping Ad,Education,enterprise,Traffic,Landing Page Issue,low,Offer subject to eligibility — check website,Standard delivery times apply,rejected,rejected,escalated,0.58,0.959,71,False,not_submitted,BPO_D,experienced,landing_page_mismatch,False,True,False,False,True,True,False,route_to_human_review,2,3,3,False,False
AD01060,2024-12-27,IT,Italian,Shopping Ad,Travel,enterprise,Brand Awareness,Misleading Claim,high,Stop wasting money — our solution pays for itself,Promotional pricing for new customers only,escalated,escalated,escalated,0.915,0.957,203,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD01061,2024-06-12,MX,Spanish,Social Feed Ad,Health and Wellness,small_business,Sales,Safe Ad,low,This course helps beginners learn data analytics,Clinically inspired formula,approved,approved,rejected,0.445,0.99,38,False,not_submitted,BPO_A,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,3,0,0,False,False
AD01062,2024-01-16,ES,Spanish,Video Ad,Education,small_business,Conversions,Adult or Suggestive Content,high,Premium lifestyle subscription for adult users,Rates may vary by eligibility,escalated,escalated,rejected,0.293,0.88,166,False,not_submitted,BPO_B,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review,3,2,2,False,False
AD01063,2024-04-06,UK,English,Search Ad,Retail,enterprise,Brand Awareness,Adult or Suggestive Content,high,Lingerie and intimate wear — discreet delivery,Results depend on individual use,rejected,rejected,rejected,0.984,0.876,201,True,upheld,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD01064,2024-06-08,ES,Spanish,Video Ad,Beauty,small_business,Retargeting,Scam or Suspicious Offer,high,Limited slots available — register before midnight,No purchase required,rejected,rejected,escalated,0.941,0.986,234,False,not_submitted,BPO_A,new,market_nuance_error,False,True,False,False,True,False,False,add_to_model_feedback,2,3,3,False,False
AD01065,2024-02-18,US,English,Display Ad,Mobile Apps,mid_market,App Installs,Political or Sensitive Content,medium,Community forum for policy discussions,Terms and conditions apply,approved,approved,approved_limited,0.386,0.951,113,False,not_submitted,BPO_B,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,1,0,0,False,False
AD01066,2024-10-09,MX,Spanish,Shopping Ad,E-commerce,enterprise,Conversions,Landing Page Issue,medium,Your custom quote is ready — click to view,Limited availability,approved,approved,approved,0.915,0.972,100,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD01067,2024-05-07,US,English,Video Ad,E-commerce,mid_market,Retargeting,Misleading Claim,medium,Earn passive income with our proven system,Customer testimonials shown,rejected,rejected,rejected,0.816,0.939,83,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD01068,2024-10-27,IT,Italian,Display Ad,Food and Beverage,small_business,Retargeting,Financial Product Claim,high,No-fee investment accounts for new members,Subscription renews monthly,rejected,escalated,rejected,0.941,0.44,208,False,not_submitted,BPO_D,experienced,none,True,False,False,False,False,False,False,flag_for_calibration,3,3,2,False,False
AD01069,2024-12-17,FR,French,Display Ad,Finance,small_business,App Installs,Financial Product Claim,medium,Refinance your loan and lower your monthly payment,Check local rules before applying,rejected,rejected,approved_limited,0.399,0.926,144,True,upheld,BPO_A,new,claim_substantiation_issue,False,True,False,False,True,True,False,route_to_human_review,1,3,3,False,False
AD01070,2024-01-31,US,English,Search Ad,Health and Wellness,enterprise,Lead Generation,Brand Safety Risk,medium,Consumer comparison tool for popular categories,Product information updated regularly,escalated,escalated,approved_limited,0.509,0.94,108,False,not_submitted,BPO_B,experienced,policy_risk_miss,False,True,False,False,True,True,False,route_to_human_review,1,2,2,False,False
AD01071,2024-04-11,BR,Portuguese,App Install Ad,Retail,small_business,Sales,Safe Ad,low,Try our award-winning customer service,Individual results may vary,approved,approved,approved_limited,0.412,0.843,32,False,not_submitted,BPO_A,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,1,0,0,False,False
AD01072,2024-08-09,ES,Spanish,Search Ad,E-commerce,small_business,Traffic,Misleading Claim,medium,The only product that truly delivers on its promise,Offer valid while stocks last,approved_limited,rejected,approved_limited,0.922,0.402,119,False,not_submitted,BPO_B,new,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,3,False,False
AD01073,2024-11-11,DE,German,Search Ad,Health and Wellness,strategic_account,Lead Generation,Safe Ad,low,New styles added daily — shop now,Age verification required,approved,approved,approved,0.837,0.954,35,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD01074,2024-11-23,MX,Spanish,Search Ad,Education,mid_market,App Installs,Safe Ad,low,Download our app and track your order in real time,Subject to regulatory approval,approved,approved,approved,0.972,0.798,20,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD01075,2024-03-11,BR,Portuguese,Shopping Ad,Finance,mid_market,Brand Awareness,Misleading Claim,high,Outperforms every competitor in independent tests,Free trial followed by monthly subscription,approved_limited,approved,escalated,0.929,0.443,109,False,not_submitted,BPO_B,intermediate,over_rejection,False,False,False,True,False,False,False,add_to_model_feedback,2,1,0,True,False
AD01076,2024-03-23,US,English,Video Ad,Food and Beverage,enterprise,Brand Awareness,Financial Product Claim,low,Compare mortgage options across top lenders,Pricing subject to change,approved,approved,escalated,0.934,0.911,32,False,not_submitted,BPO_B,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback,2,0,0,False,False
AD01077,2024-03-13,ES,Spanish,Social Feed Ad,Beauty,mid_market,Lead Generation,Restricted Product,high,Sports betting — new member welcome offer,Not available in all regions,rejected,rejected,rejected,0.928,0.941,201,True,upheld,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD01078,2024-05-06,DE,German,Display Ad,Travel,strategic_account,Retargeting,Financial Product Claim,high,No-fee investment accounts for new members,Professional advice recommended,approved_limited,escalated,approved_limited,0.915,0.527,241,False,not_submitted,BPO_C,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,2,False,False
AD01079,2024-08-11,ES,Spanish,Search Ad,Gaming,enterprise,Brand Awareness,Landing Page Issue,high,Offer subject to eligibility — check website,Standard delivery times apply,approved_limited,approved_limited,approved_limited,0.896,0.965,253,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD01080,2024-05-24,US,English,Shopping Ad,Retail,small_business,App Installs,Scam or Suspicious Offer,high,Verify your account to receive your free reward,Promotional pricing for new customers only,rejected,rejected,rejected,0.885,0.895,207,True,upheld,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD01081,2024-09-22,UK,English,Search Ad,Travel,small_business,Retargeting,Political or Sensitive Content,medium,Support our movement for local community change,Clinically inspired formula,escalated,escalated,approved_limited,0.515,0.964,135,False,not_submitted,BPO_E,experienced,policy_risk_miss,False,True,False,False,True,True,False,route_to_human_review,1,2,2,False,False
AD01082,2024-05-24,MX,Spanish,Search Ad,Retail,small_business,Traffic,Landing Page Issue,high,Exclusive offer — see our website for full details,Rates may vary by eligibility,approved,approved,rejected,0.573,0.909,224,False,not_submitted,BPO_B,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,3,0,0,False,False
